Gazette Number,Date,Description,Link
,2024-12-13,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-12-13.html
,2024-12-06,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-12-06.html
,2024-11-29,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-11-29.html
,2024-11-22,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-11-22.html
,2024-11-15,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-11-15.html
,2024-11-08,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-11-08.html
,2024-11-01,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-11-01.html
,2024-10-25,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-10-25.html
,2024-10-18,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-10-18.html
,2024-10-11,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-10-11.html
,2024-10-04,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-10-04.html
,2024-09-27,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-09-27.html
,2024-09-20,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-09-20.html
,2024-09-13,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-09-13.html
,2024-09-06,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-09-06.html
,2024-08-30,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-08-30.html
,2024-08-23,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-08-23.html
,2024-08-16,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-08-16.html
,2024-08-09,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-08-09.html
,2024-08-02,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-08-02.html
,2024-07-26,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-07-26.html
,2024-07-19,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-07-19.html
,2024-07-12,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-07-12.html
,2024-07-05,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-07-05.html
,2024-06-28,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-06-28.html
,2024-06-21,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-06-21.html
,2024-06-14,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-06-14.html
,2024-06-07,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-06-07.html
,2024-05-31,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-05-31.html
,2024-05-24,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-05-24.html
,2024-05-17,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-05-17.html
,2024-05-10,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-05-10.html
,2024-05-03,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-05-03.html
,2024-04-26,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-04-26.html
,2024-04-19,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-04-19.html
,2024-04-12,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-04-12.html
,2024-04-05,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-04-05.html
,2024-03-29,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-03-29.html
,2024-03-22,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-03-22.html
,2024-03-15,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-03-15.html
,2024-03-08,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-03-08.html
,2024-03-01,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-03-01.html
,2024-02-23,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-02-23.html
,2024-02-16,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-02-16.html
,2024-02-09,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-02-09.html
,2024-02-02,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-02-02.html
,2024-01-26,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-01-26.html
,2024-01-19,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-01-19.html
,2024-01-12,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-01-12.html
,2024-01-05,Ordinary Gazette,https://documents.gov.lk/view/gz/2024-01-05.html
,2023-12-29,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-12-29.html
,2023-12-22,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-12-22.html
,2023-12-15,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-12-15.html
,2023-12-08,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-12-08.html
,2023-12-01,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-12-01.html
,2023-11-24,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-11-24.html
,2023-11-17,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-11-17.html
,2023-11-10,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-11-10.html
,2023-11-03,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-11-03.html
,2023-10-27,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-10-27.html
,2023-10-20,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-10-20.html
,2023-10-13,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-10-13.html
,2023-10-06,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-10-06.html
,2023-09-29,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-09-29.html
,2023-09-22,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-09-22.html
,2023-09-15,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-09-15.html
,2023-09-08,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-09-08.html
,2023-09-01,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-09-01.html
,2023-08-25,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-08-25.html
,2023-08-18,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-08-18.html
,2023-08-11,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-08-11.html
,2023-08-04,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-08-04.html
,2023-07-28,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-07-28.html
,2023-07-21,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-07-21.html
,2023-07-14,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-07-14.html
,2023-07-07,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-07-07.html
,2023-06-30,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-06-30.html
,2023-06-23,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-06-23.html
,2023-06-16,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-06-16.html
,2023-06-09,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-06-09.html
,2023-06-02,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-06-02.html
,2023-05-26,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-05-26.html
,2023-05-19,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-05-19.html
,2023-05-12,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-05-12.html
,2023-05-05,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-05-05.html
,2023-04-28,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-04-28.html
,2023-04-21,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-04-21.html
,2023-04-14,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-04-14.html
,2023-04-07,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-04-07.html
,2023-03-31,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-03-31.html
,2023-03-24,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-03-24.html
,2023-03-17,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-03-17.html
,2023-03-10,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-03-10.html
,2023-03-03,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-03-03.html
,2023-02-24,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-02-24.html
,2023-02-17,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-02-17.html
,2023-02-10,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-02-10.html
,2023-02-03,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-02-03.html
,2023-01-27,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-01-27.html
,2023-01-20,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-01-20.html
,2023-01-13,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-01-13.html
,2023-01-06,Ordinary Gazette,https://documents.gov.lk/view/gz/2023-01-06.html
,2022-12-30,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-12-30.html
,2022-12-23,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-12-23.html
,2022-12-16,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-12-16.html
,2022-12-09,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-12-09.html
,2022-12-02,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-12-02.html
,2022-11-25,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-11-25.html
,2022-11-18,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-11-18.html
,2022-11-11,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-11-11.html
,2022-11-04,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-11-04.html
,2022-10-28,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-10-28.html
,2022-10-21,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-10-21.html
,2022-10-14,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-10-14.html
,2022-10-07,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-10-07.html
,2022-09-30,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-09-30.html
,2022-09-23,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-09-23.html
,2022-09-16,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-09-16.html
,2022-09-09,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-09-09.html
,2022-09-02,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-09-02.html
,2022-08-26,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-08-26.html
,2022-08-19,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-08-19.html
,2022-08-12,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-08-12.html
,2022-08-05,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-08-05.html
,2022-07-29,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-07-29.html
,2022-07-22,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-07-22.html
,2022-07-15,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-07-15.html
,2022-07-08,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-07-08.html
,2022-07-01,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-07-01.html
,2022-06-24,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-06-24.html
,2022-06-17,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-06-17.html
,2022-06-10,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-06-10.html
,2022-06-03,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-06-03.html
,2022-05-27,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-05-27.html
,2022-05-20,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-05-20.html
,2022-05-13,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-05-13.html
,2022-05-06,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-05-06.html
,2022-04-29,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-04-29.html
,2022-04-22,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-04-22.html
,2022-04-15,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-04-15.html
,2022-04-08,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-04-08.html
,2022-04-01,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-04-01.html
,2022-03-25,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-03-25.html
,2022-03-18,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-03-18.html
,2022-03-11,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-03-11.html
,2022-03-04,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-03-04.html
,2022-02-25,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-02-25.html
,2022-02-18,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-02-18.html
,2022-02-11,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-02-11.html
,2022-02-04,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-02-04.html
,2022-01-28,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-01-28.html
,2022-01-21,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-01-21.html
,2022-01-14,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-01-14.html
,2022-01-07,Ordinary Gazette,https://documents.gov.lk/view/gz/2022-01-07.html
,2021-12-31,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-12-31.html
,2021-12-24,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-12-24.html
,2021-12-17,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-12-17.html
,2021-12-10,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-12-10.html
,2021-12-03,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-12-03.html
,2021-11-26,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-11-26.html
,2021-11-19,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-11-19.html
,2021-11-12,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-11-12.html
,2021-11-05,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-11-05.html
,2021-10-29,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-10-29.html
,2021-10-22,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-10-22.html
,2021-10-15,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-10-15.html
,2021-10-08,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-10-08.html
,2021-10-01,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-10-01.html
,2021-09-24,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-09-24.html
,2021-09-17,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-09-17.html
,2021-09-10,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-09-10.html
,2021-09-03,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-09-03.html
,2021-08-27,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-08-27.html
,2021-08-20,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-08-20.html
,2021-08-13,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-08-13.html
,2021-08-06,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-08-06.html
,2021-07-30,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-07-30.html
,2021-07-23,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-07-23.html
,2021-07-16,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-07-16.html
,2021-07-09,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-07-09.html
,2021-07-02,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-07-02.html
,2021-06-25,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-06-25.html
,2021-06-18,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-06-18.html
,2021-06-11,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-06-11.html
,2021-06-04,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-06-04.html
,2021-05-28,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-05-28.html
,2021-05-21,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-05-21.html
,2021-05-14,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-05-14.html
,2021-05-07,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-05-07.html
,2021-04-30,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-04-30.html
,2021-04-23,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-04-23.html
,2021-04-16,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-04-16.html
,2021-04-09,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-04-09.html
,2021-04-02,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-04-02.html
,2021-03-26,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-03-26.html
,2021-03-19,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-03-19.html
,2021-03-12,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-03-12.html
,2021-03-05,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-03-05.html
,2021-02-26,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-02-26.html
,2021-02-19,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-02-19.html
,2021-02-12,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-02-12.html
,2021-02-05,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-02-05.html
,2021-01-29,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-01-29.html
,2021-01-22,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-01-22.html
,2021-01-15,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-01-15.html
,2021-01-08,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-01-08.html
,2021-01-01,Ordinary Gazette,https://documents.gov.lk/view/gz/2021-01-01.html
,2020-12-25,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-12-25.html
,2020-12-18,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-12-18.html
,2020-12-11,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-12-11.html
,2020-12-04,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-12-04.html
,2020-11-27,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-11-27.html
,2020-11-20,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-11-20.html
,2020-11-13,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-11-13.html
,2020-11-06,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-11-06.html
,2020-10-30,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-10-30.html
,2020-10-23,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-10-23.html
,2020-10-16,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-10-16.html
,2020-10-09,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-10-09.html
,2020-10-02,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-10-02.html
,2020-09-25,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-09-25.html
,2020-09-18,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-09-18.html
,2020-09-11,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-09-11.html
,2020-09-04,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-09-04.html
,2020-08-28,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-08-28.html
,2020-08-21,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-08-21.html
,2020-08-14,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-08-14.html
,2020-08-07,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-08-07.html
,2020-07-31,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-07-31.html
,2020-07-24,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-07-24.html
,2020-07-17,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-07-17.html
,2020-07-10,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-07-10.html
,2020-07-03,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-07-03.html
,2020-06-26,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-06-26.html
,2020-06-19,Ordinary Gazette,https://documents.gov.lk/view/gz/2020-06-19.html
